24.2074 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
25.5549 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5B3240C70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5B3240C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5B3240A60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F5B3330640>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
25.5551 	EXP 	window1: mouseVisible = True
25.5551 	EXP 	window1: backgroundImage = ''
25.5551 	EXP 	window1: backgroundFit = 'none'
25.5584 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
25.5585 	EXP 	window1: recordFrameIntervals = False
25.7215 	EXP 	window1: recordFrameIntervals = True
25.9044 	EXP 	Screen (0) actual frame rate measured at 60.24Hz
25.9045 	EXP 	window1: recordFrameIntervals = False
25.9047 	EXP 	window1: mouseVisible = False
29.3893 	EXP 	final_final_task: status = STARTED
29.3905 	EXP 	window1: mouseVisible = True
29.5808 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
29.5812 	EXP 	window1: mouseVisible = True
29.6449 	EXP 	Created text_14 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_14', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
29.6451 	EXP 	window1: mouseVisible = True
29.6656 	EXP 	Created text_15 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_15', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.1938 	EXP 	Sound sound_14 set volume 1.000
30.1944 	EXP 	window1: mouseVisible = True
30.1978 	EXP 	Created ct1_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([ 0.2706,  1.    , -0.5451]), fillColorSpace='rgb', fillRGB=array([ 0.2706,  1.    , -0.5451]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='ct1_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), units='pix', vertices=ndarray(...), win=Window(...))
30.1981 	EXP 	window1: mouseVisible = True
30.2003 	EXP 	Created ct2_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([ 0.2706,  1.    , -0.5451]), fillColorSpace='rgb', fillRGB=array([ 0.2706,  1.    , -0.5451]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='ct2_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), units='pix', vertices=ndarray(...), win=Window(...))
30.2005 	EXP 	window1: mouseVisible = True
30.2028 	EXP 	Created ct3_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([ 0.2706,  1.    , -0.5451]), fillColorSpace='rgb', fillRGB=array([ 0.2706,  1.    , -0.5451]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='ct3_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), units='pix', vertices=ndarray(...), win=Window(...))
30.2030 	EXP 	window1: mouseVisible = True
30.2047 	EXP 	Created ct4_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([ 0.2706,  1.    , -0.5451]), fillColorSpace='rgb', fillRGB=array([ 0.2706,  1.    , -0.5451]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='ct4_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), units='pix', vertices=ndarray(...), win=Window(...))
30.2049 	EXP 	window1: mouseVisible = True
30.2063 	EXP 	Created ct5_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-6.0, draggable=False, fillColor=array([ 0.2706,  1.    , -0.5451]), fillColorSpace='rgb', fillRGB=array([ 0.2706,  1.    , -0.5451]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='ct5_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), units='pix', vertices=ndarray(...), win=Window(...))
30.2234 	EXP 	window1: mouseVisible = True
30.2241 	EXP 	window1: mouseVisible = True
30.2313 	EXP 	window1: mouseVisible = True
30.2316 	EXP 	window1: mouseVisible = True
30.2325 	EXP 	window1: mouseVisible = True
30.2332 	EXP 	window1: mouseVisible = True
30.2506 	EXP 	window1: mouseVisible = True
30.2509 	EXP 	window1: mouseVisible = True
30.2520 	EXP 	window1: mouseVisible = True
30.2534 	EXP 	window1: mouseVisible = True
30.2675 	EXP 	window1: mouseVisible = True
30.2677 	EXP 	window1: mouseVisible = True
30.2685 	EXP 	window1: mouseVisible = True
30.2696 	EXP 	window1: mouseVisible = True
30.2914 	EXP 	window1: mouseVisible = True
30.2916 	EXP 	window1: mouseVisible = True
30.2922 	EXP 	window1: mouseVisible = True
30.2927 	EXP 	window1: mouseVisible = True
30.2980 	EXP 	window1: mouseVisible = True
30.2982 	EXP 	window1: mouseVisible = True
30.2987 	EXP 	window1: mouseVisible = True
30.2994 	EXP 	window1: mouseVisible = True
30.3254 	EXP 	window1: mouseVisible = True
30.3257 	EXP 	window1: mouseVisible = True
30.3269 	EXP 	window1: mouseVisible = True
30.3278 	EXP 	window1: mouseVisible = True
30.3367 	EXP 	window1: mouseVisible = True
30.3369 	EXP 	window1: mouseVisible = True
30.3377 	EXP 	window1: mouseVisible = True
30.3388 	EXP 	window1: mouseVisible = True
30.3620 	EXP 	window1: mouseVisible = True
30.3622 	EXP 	window1: mouseVisible = True
30.3628 	EXP 	window1: mouseVisible = True
30.3633 	EXP 	window1: mouseVisible = True
30.3695 	EXP 	window1: mouseVisible = True
30.3698 	EXP 	window1: mouseVisible = True
30.3704 	EXP 	window1: mouseVisible = True
30.3709 	EXP 	window1: mouseVisible = True
30.4068 	EXP 	window1: mouseVisible = True
30.4072 	EXP 	window1: mouseVisible = True
30.4090 	EXP 	window1: mouseVisible = True
30.4100 	EXP 	window1: mouseVisible = True
30.4166 	EXP 	window1: mouseVisible = True
30.4167 	EXP 	window1: mouseVisible = True
30.4172 	EXP 	window1: mouseVisible = True
30.4177 	EXP 	window1: mouseVisible = True
30.4522 	EXP 	window1: mouseVisible = True
30.4527 	EXP 	window1: mouseVisible = True
30.4538 	EXP 	window1: mouseVisible = True
30.4549 	EXP 	window1: mouseVisible = True
30.4645 	EXP 	window1: mouseVisible = True
30.4648 	EXP 	window1: mouseVisible = True
30.4657 	EXP 	window1: mouseVisible = True
30.4665 	EXP 	window1: mouseVisible = True
30.4983 	EXP 	window1: mouseVisible = True
30.4985 	EXP 	window1: mouseVisible = True
30.4990 	EXP 	window1: mouseVisible = True
30.4995 	EXP 	window1: mouseVisible = True
30.5075 	EXP 	window1: mouseVisible = True
30.5078 	EXP 	window1: mouseVisible = True
30.5086 	EXP 	window1: mouseVisible = True
30.5091 	EXP 	window1: mouseVisible = True
30.5422 	EXP 	window1: mouseVisible = True
30.5425 	EXP 	window1: mouseVisible = True
30.5430 	EXP 	window1: mouseVisible = True
30.5435 	EXP 	window1: mouseVisible = True
30.5495 	EXP 	window1: mouseVisible = True
30.5497 	EXP 	window1: mouseVisible = True
30.5503 	EXP 	window1: mouseVisible = True
30.5508 	EXP 	window1: mouseVisible = True
30.5844 	EXP 	window1: mouseVisible = True
